Sentence,Error Type,Corrected Sentence
நான் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,நான் பாடத்தை சாப்பிடுகிறான்.
அவர்கள் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவர்கள் பள்ளிக்கு செல்வேன்.
பார்வதி பழத்தை செல்கிறான்.,Subject-Verb Agreement,பார்வதி பழத்தை படிக்கிறாள்.
அவர்கள் பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவர்கள் பாடத்தை படிக்கிறாள்.
அவன் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பழத்தை செல்வேன்.
அவள் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு விளையாடுகிறோம்.
அவள் பழத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பழத்தை செல்வேன்.
நான் பள்ளிக்கு செல்கிறான்.,Subject-Verb Agreement,நான் பள்ளிக்கு சாப்பிடுகிறான்.
நான் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,நான் புத்தகத்தை செல்வேன்.
அவர்கள் புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,அவர்கள் புத்தகத்தை படிக்கிறான்.
அவள் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு செல்வேன்.
நாம் பாடத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,நாம் பாடத்தை படிக்கிறாள்.
அவள் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு சாப்பிடுகிறான்.
அவன் வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் வீட்டில் படிக்கிறாள்.
நான் புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,நான் புத்தகத்தை சாப்பிடுகிறான்.
பார்வதி வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி வீட்டில் செல்வேன்.
அவர்கள் பழத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் பழத்தை சாப்பிடுகிறான்.
அவர்கள் வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் வீட்டில் படிக்கிறான்.
நான் பழத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,நான் பழத்தை விளையாடுகிறோம்.
நான் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,நான் பள்ளிக்கு படிக்கிறாள்.
அவன் புத்தகத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் புத்தகத்தை சாப்பிடுகிறான்.
நான் வீட்டில் சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் வீட்டில் சாப்பிடுகிறான்.
பார்வதி பந்து படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பந்து படிக்கிறாள்.
அவள் பழத்தை செல்கிறான்.,Subject-Verb Agreement,அவள் பழத்தை சாப்பிடுகிறான்.
அவர்கள் பாடத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவர்கள் பாடத்தை விளையாடுகிறோம்.
அவர்கள் பழத்தை செல்கிறான்.,Subject-Verb Agreement,அவர்கள் பழத்தை செல்வேன்.
அவன் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பழத்தை படிக்கிறாள்.
அவள் புத்தகத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவள் புத்தகத்தை விளையாடுகிறோம்.
அவன் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பழத்தை செல்வேன்.
அவர்கள் வீட்டில் படிக்கிறார்கள்.,Subject-Verb Agreement,அவர்கள் வீட்டில் சாப்பிடுகிறான்.
அவர்கள் வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் வீட்டில் படிக்கிறாள்.
அவர்கள் பழத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் பழத்தை சாப்பிடுகிறான்.
அவன் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பள்ளிக்கு படிக்கிறான்.
நான் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,நான் பள்ளிக்கு சாப்பிடுகிறான்.
அவள் பாடத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் பாடத்தை படிக்கிறான்.
அவன் புத்தகத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் புத்தகத்தை படிக்கிறாள்.
அவன் பள்ளிக்கு சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பள்ளிக்கு படிக்கிறான்.
நாம் பழத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,நாம் பழத்தை விளையாடுகிறோம்.
அவன் பழத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பழத்தை செல்வேன்.
அவன் வீட்டில் படிக்கிறார்கள்.,Subject-Verb Agreement,அவன் வீட்டில் படிக்கிறான்.
அவள் புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் புத்தகத்தை விளையாடுகிறோம்.
பார்வதி பள்ளிக்கு செல்கிறான்.,Subject-Verb Agreement,பார்வதி பள்ளிக்கு படிக்கிறான்.
பார்வதி பந்து படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பந்து படிக்கிறான்.
அவர்கள் வீட்டில் செல்கிறான்.,Subject-Verb Agreement,அவர்கள் வீட்டில் விளையாடுகிறோம்.
பார்வதி புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை விளையாடுகிறோம்.
நான் பழத்தை செல்கிறான்.,Subject-Verb Agreement,நான் பழத்தை படிக்கிறாள்.
அவன் பள்ளிக்கு சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பள்ளிக்கு படிக்கிறாள்.
பார்வதி புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை விளையாடுகிறோம்.
அவள் பாடத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் பாடத்தை விளையாடுகிறோம்.
அவர்கள் பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் பந்து படிக்கிறான்.
அவன் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பாடத்தை விளையாடுகிறோம்.
நான் புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,நான் புத்தகத்தை சாப்பிடுகிறான்.
அவள் புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் புத்தகத்தை விளையாடுகிறோம்.
அவர்கள் வீட்டில் செல்கிறான்.,Subject-Verb Agreement,அவர்கள் வீட்டில் செல்வேன்.
அவன் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,அவன் புத்தகத்தை படிக்கிறாள்.
நாம் பந்து சாப்பிடுகிறாள்.,Subject-Verb Agreement,நாம் பந்து படிக்கிறாள்.
அவர்கள் பந்து விளையாடுகிறான்.,Subject-Verb Agreement,அவர்கள் பந்து செல்வேன்.
நான் பழத்தை விளையாடுகிறான்.,Subject-Verb Agreement,நான் பழத்தை விளையாடுகிறோம்.
அவள் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு விளையாடுகிறோம்.
அவன் பழத்தை செல்கிறான்.,Subject-Verb Agreement,அவன் பழத்தை படிக்கிறாள்.
நான் புத்தகத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,நான் புத்தகத்தை படிக்கிறாள்.
அவன் பந்து சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பந்து படிக்கிறாள்.
பார்வதி பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பாடத்தை விளையாடுகிறோம்.
பார்வதி பந்து சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி பந்து சாப்பிடுகிறான்.
அவள் புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் புத்தகத்தை செல்வேன்.
பார்வதி பள்ளிக்கு செல்கிறான்.,Subject-Verb Agreement,பார்வதி பள்ளிக்கு படிக்கிறாள்.
அவன் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,அவன் புத்தகத்தை படிக்கிறாள்.
பார்வதி பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பாடத்தை படிக்கிறாள்.
பார்வதி பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பந்து செல்வேன்.
அவன் பள்ளிக்கு விளையாடுகிறான்.,Subject-Verb Agreement,அவன் பள்ளிக்கு செல்வேன்.
நான் பள்ளிக்கு சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் பள்ளிக்கு சாப்பிடுகிறான்.
அவன் வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,அவன் வீட்டில் விளையாடுகிறோம்.
பார்வதி பந்து விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி பந்து விளையாடுகிறோம்.
பார்வதி பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பாடத்தை படிக்கிறாள்.
அவன் பழத்தை விளையாடுகிறான்.,Subject-Verb Agreement,அவன் பழத்தை சாப்பிடுகிறான்.
நான் பந்து படிக்கிறார்கள்.,Subject-Verb Agreement,நான் பந்து விளையாடுகிறோம்.
பார்வதி வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி வீட்டில் விளையாடுகிறோம்.
பார்வதி பழத்தை விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி பழத்தை படிக்கிறான்.
பார்வதி வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி வீட்டில் செல்வேன்.
அவர்கள் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவர்கள் பழத்தை செல்வேன்.
அவர்கள் பழத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவர்கள் பழத்தை படிக்கிறாள்.
அவன் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவன் பள்ளிக்கு சாப்பிடுகிறான்.
பார்வதி வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி வீட்டில் படிக்கிறாள்.
நான் வீட்டில் படிக்கிறார்கள்.,Subject-Verb Agreement,நான் வீட்டில் செல்வேன்.
நான் பாடத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் பாடத்தை சாப்பிடுகிறான்.
அவர்கள் பழத்தை செல்கிறான்.,Subject-Verb Agreement,அவர்கள் பழத்தை சாப்பிடுகிறான்.
அவர்கள் புத்தகத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் புத்தகத்தை படிக்கிறான்.
அவர்கள் பள்ளிக்கு செல்கிறான்.,Subject-Verb Agreement,அவர்கள் பள்ளிக்கு படிக்கிறான்.
அவர்கள் பந்து விளையாடுகிறான்.,Subject-Verb Agreement,அவர்கள் பந்து செல்வேன்.
அவர்கள் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவர்கள் பழத்தை படிக்கிறான்.
பார்வதி புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை படிக்கிறாள்.
நாம் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,நாம் பாடத்தை படிக்கிறாள்.
பார்வதி பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பள்ளிக்கு படிக்கிறான்.
நான் பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,நான் பாடத்தை படிக்கிறாள்.
பார்வதி வீட்டில் படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி வீட்டில் படிக்கிறான்.
அவள் பந்து சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் பந்து விளையாடுகிறோம்.
பார்வதி புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை செல்வேன்.
அவர்கள் பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவர்கள் பாடத்தை செல்வேன்.
பார்வதி பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பாடத்தை விளையாடுகிறோம்.
நான் பந்து படிக்கிறார்கள்.,Subject-Verb Agreement,நான் பந்து சாப்பிடுகிறான்.
நான் புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் புத்தகத்தை படிக்கிறான்.
பார்வதி பழத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பழத்தை படிக்கிறான்.
அவள் வீட்டில் சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் வீட்டில் சாப்பிடுகிறான்.
அவள் பழத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவள் பழத்தை படிக்கிறாள்.
அவள் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு செல்வேன்.
நாம் பந்து படிக்கிறார்கள்.,Subject-Verb Agreement,நாம் பந்து சாப்பிடுகிறான்.
பார்வதி வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி வீட்டில் படிக்கிறாள்.
நான் பாடத்தை செல்கிறான்.,Subject-Verb Agreement,நான் பாடத்தை சாப்பிடுகிறான்.
பார்வதி பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பள்ளிக்கு சாப்பிடுகிறான்.
பார்வதி புத்தகத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை சாப்பிடுகிறான்.
அவர்கள் பந்து சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவர்கள் பந்து விளையாடுகிறோம்.
நாம் வீட்டில் செல்கிறான்.,Subject-Verb Agreement,நாம் வீட்டில் படிக்கிறாள்.
நாம் பந்து செல்கிறான்.,Subject-Verb Agreement,நாம் பந்து படிக்கிறாள்.
பார்வதி புத்தகத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை விளையாடுகிறோம்.
அவள் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,அவள் புத்தகத்தை படிக்கிறாள்.
அவன் புத்தகத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவன் புத்தகத்தை சாப்பிடுகிறான்.
அவர்கள் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,அவர்கள் புத்தகத்தை படிக்கிறான்.
பார்வதி பாடத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி பாடத்தை விளையாடுகிறோம்.
நான் வீட்டில் சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் வீட்டில் படிக்கிறாள்.
பார்வதி வீட்டில் சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி வீட்டில் படிக்கிறான்.
அவள் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு செல்வேன்.
நான் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,நான் பள்ளிக்கு விளையாடுகிறோம்.
நான் வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,நான் வீட்டில் படிக்கிறான்.
நாம் வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,நாம் வீட்டில் விளையாடுகிறோம்.
அவன் பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பந்து சாப்பிடுகிறான்.
நாம் புத்தகத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,நாம் புத்தகத்தை சாப்பிடுகிறான்.
அவள் பாடத்தை செல்கிறான்.,Subject-Verb Agreement,அவள் பாடத்தை விளையாடுகிறோம்.
பார்வதி வீட்டில் செல்கிறான்.,Subject-Verb Agreement,பார்வதி வீட்டில் படிக்கிறான்.
நாம் வீட்டில் செல்கிறான்.,Subject-Verb Agreement,நாம் வீட்டில் விளையாடுகிறோம்.
நாம் பழத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,நாம் பழத்தை விளையாடுகிறோம்.
பார்வதி பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பந்து படிக்கிறாள்.
அவன் பந்து சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பந்து சாப்பிடுகிறான்.
அவர்கள் பழத்தை செல்கிறான்.,Subject-Verb Agreement,அவர்கள் பழத்தை படிக்கிறாள்.
பார்வதி பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பாடத்தை சாப்பிடுகிறான்.
நாம் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,நாம் புத்தகத்தை படிக்கிறான்.
நாம் பாடத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,நாம் பாடத்தை செல்வேன்.
அவர்கள் பாடத்தை விளையாடுகிறான்.,Subject-Verb Agreement,அவர்கள் பாடத்தை படிக்கிறான்.
அவன் பள்ளிக்கு சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் பள்ளிக்கு படிக்கிறாள்.
பார்வதி புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை செல்வேன்.
நாம் பள்ளிக்கு விளையாடுகிறான்.,Subject-Verb Agreement,நாம் பள்ளிக்கு விளையாடுகிறோம்.
நாம் பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,நாம் பந்து செல்வேன்.
அவர்கள் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவர்கள் பழத்தை விளையாடுகிறோம்.
அவன் வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,அவன் வீட்டில் செல்வேன்.
அவன் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவன் பள்ளிக்கு படிக்கிறான்.
அவள் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவள் பாடத்தை விளையாடுகிறோம்.
அவர்கள் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் பாடத்தை விளையாடுகிறோம்.
பார்வதி புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை படிக்கிறாள்.
அவள் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவள் பாடத்தை செல்வேன்.
அவன் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,அவன் புத்தகத்தை படிக்கிறாள்.
பார்வதி பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பள்ளிக்கு சாப்பிடுகிறான்.
அவர்கள் புத்தகத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவர்கள் புத்தகத்தை விளையாடுகிறோம்.
அவள் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு சாப்பிடுகிறான்.
பார்வதி புத்தகத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை விளையாடுகிறோம்.
அவள் பள்ளிக்கு விளையாடுகிறான்.,Subject-Verb Agreement,அவள் பள்ளிக்கு விளையாடுகிறோம்.
அவள் வீட்டில் சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் வீட்டில் சாப்பிடுகிறான்.
பார்வதி வீட்டில் சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி வீட்டில் படிக்கிறான்.
அவள் பாடத்தை செல்கிறான்.,Subject-Verb Agreement,அவள் பாடத்தை சாப்பிடுகிறான்.
அவள் புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவள் புத்தகத்தை படிக்கிறாள்.
அவன் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பள்ளிக்கு சாப்பிடுகிறான்.
அவர்கள் பந்து விளையாடுகிறான்.,Subject-Verb Agreement,அவர்கள் பந்து சாப்பிடுகிறான்.
நான் பந்து படிக்கிறார்கள்.,Subject-Verb Agreement,நான் பந்து படிக்கிறாள்.
நாம் பழத்தை செல்கிறான்.,Subject-Verb Agreement,நாம் பழத்தை சாப்பிடுகிறான்.
அவர்கள் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவர்கள் பழத்தை விளையாடுகிறோம்.
பார்வதி பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி பழத்தை செல்வேன்.
பார்வதி புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை படிக்கிறான்.
அவன் வீட்டில் செல்கிறான்.,Subject-Verb Agreement,அவன் வீட்டில் படிக்கிறாள்.
நான் வீட்டில் சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் வீட்டில் சாப்பிடுகிறான்.
அவர்கள் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,அவர்கள் புத்தகத்தை சாப்பிடுகிறான்.
அவன் வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,அவன் வீட்டில் சாப்பிடுகிறான்.
பார்வதி பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பந்து படிக்கிறான்.
அவள் பந்து விளையாடுகிறான்.,Subject-Verb Agreement,அவள் பந்து செல்வேன்.
அவன் பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பந்து படிக்கிறான்.
அவள் பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பாடத்தை சாப்பிடுகிறான்.
அவன் வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,அவன் வீட்டில் செல்வேன்.
அவன் புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,அவன் புத்தகத்தை சாப்பிடுகிறான்.
பார்வதி பந்து சாப்பிடுகிறாள்.,Subject-Verb Agreement,பார்வதி பந்து சாப்பிடுகிறான்.
பார்வதி பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பாடத்தை சாப்பிடுகிறான்.
அவர்கள் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவர்கள் பாடத்தை செல்வேன்.
அவள் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,அவள் பள்ளிக்கு சாப்பிடுகிறான்.
அவள் பழத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் பழத்தை படிக்கிறான்.
அவள் பழத்தை விளையாடுகிறான்.,Subject-Verb Agreement,அவள் பழத்தை செல்வேன்.
அவர்கள் புத்தகத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,அவர்கள் புத்தகத்தை செல்வேன்.
அவர்கள் பள்ளிக்கு விளையாடுகிறான்.,Subject-Verb Agreement,அவர்கள் பள்ளிக்கு படிக்கிறாள்.
நாம் புத்தகத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,நாம் புத்தகத்தை செல்வேன்.
அவர்கள் பந்து செல்கிறான்.,Subject-Verb Agreement,அவர்கள் பந்து சாப்பிடுகிறான்.
நான் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,நான் பள்ளிக்கு சாப்பிடுகிறான்.
பார்வதி புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை விளையாடுகிறோம்.
நான் புத்தகத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் புத்தகத்தை படிக்கிறாள்.
பார்வதி புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,பார்வதி புத்தகத்தை படிக்கிறாள்.
நாம் புத்தகத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,நாம் புத்தகத்தை படிக்கிறான்.
நான் வீட்டில் செல்கிறான்.,Subject-Verb Agreement,நான் வீட்டில் செல்வேன்.
நான் வீட்டில் விளையாடுகிறான்.,Subject-Verb Agreement,நான் வீட்டில் செல்வேன்.
நான் புத்தகத்தை செல்கிறான்.,Subject-Verb Agreement,நான் புத்தகத்தை சாப்பிடுகிறான்.
நாம் பந்து செல்கிறான்.,Subject-Verb Agreement,நாம் பந்து செல்வேன்.
நான் வீட்டில் படிக்கிறார்கள்.,Subject-Verb Agreement,நான் வீட்டில் செல்வேன்.
அவள் வீட்டில் படிக்கிறார்கள்.,Subject-Verb Agreement,அவள் வீட்டில் செல்வேன்.
நாம் பள்ளிக்கு படிக்கிறார்கள்.,Subject-Verb Agreement,நாம் பள்ளிக்கு செல்வேன்.
பார்வதி வீட்டில் சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி வீட்டில் செல்வேன்.
நான் பள்ளிக்கு செல்கிறான்.,Subject-Verb Agreement,நான் பள்ளிக்கு சாப்பிடுகிறான்.
பார்வதி பழத்தை செல்கிறான்.,Subject-Verb Agreement,பார்வதி பழத்தை படிக்கிறான்.
நான் புத்தகத்தை விளையாடுகிறான்.,Subject-Verb Agreement,நான் புத்தகத்தை செல்வேன்.
பார்வதி பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,பார்வதி பந்து படிக்கிறாள்.
பார்வதி பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பாடத்தை படிக்கிறான்.
அவன் பாடத்தை சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பாடத்தை விளையாடுகிறோம்.
பார்வதி வீட்டில் படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி வீட்டில் சாப்பிடுகிறான்.
நாம் பந்து படிக்கிறார்கள்.,Subject-Verb Agreement,நாம் பந்து செல்வேன்.
நான் பந்து விளையாடுகிறான்.,Subject-Verb Agreement,நான் பந்து சாப்பிடுகிறான்.
அவன் பந்து சாப்பிடுவாள்.,Subject-Verb Agreement,அவன் பந்து விளையாடுகிறோம்.
அவன் பாடத்தை விளையாடுகிறான்.,Subject-Verb Agreement,அவன் பாடத்தை செல்வேன்.
பார்வதி பாடத்தை படிக்கிறார்கள்.,Subject-Verb Agreement,பார்வதி பாடத்தை சாப்பிடுகிறான்.
நான் பழத்தை சாப்பிடுகிறாள்.,Subject-Verb Agreement,நான் பழத்தை விளையாடுகிறோம்.
நான் வீட்டில் செல்கிறான்.,Subject-Verb Agreement,நான் வீட்டில் செல்வேன்.
நாம் பள்ளிக்கு சாப்பிடுவாள்.,Subject-Verb Agreement,நாம் பள்ளிக்கு விளையாடுகிறோம்.
அவள் பாடத்தை செல்கிறான்.,Subject-Verb Agreement,அவள் பாடத்தை செல்வேன்.
